,Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
1717,'5764608310152389801',12/6/2020,-123.33,-20.0,3,115.03166200000001,-8.787028,POINT (115.031662 -8.787027999999999)
1739,'5764608310152390444',12/6/2020,-123.5,-19.88,4,115.03440900000001,-8.781260000000001,POINT (115.034409 -8.781260000000001)
1764,'5764608310152391191',12/6/2020,-126.25,-19.75,4,115.043679,-8.79585,POINT (115.043679 -8.79585)
1778,'5764608310152391424',12/6/2020,-120.5,-19.83,26,115.04333500000001,-8.792796000000001,POINT (115.043335 -8.792796000000001)
1806,'5764608310152391915',12/6/2020,-121.0,-20.0,1,115.042992,-8.784314,POINT (115.042992 -8.784314)
1825,'5764608310152392776',12/6/2020,-121.0,-20.0,5,115.027542,-8.773796,POINT (115.027542 -8.773796000000001)
1828,'5764608310152392792',12/6/2020,-121.0,-20.0,2,115.027542,-8.772438000000001,POINT (115.027542 -8.772438000000001)
1832,'5764608310152393007',12/6/2020,-126.73,-20.0,15,115.02925900000001,-8.770063,POINT (115.029259 -8.770063)
1837,'5764608310152393065',12/6/2020,-122.4,-20.0,5,115.028916,-8.768027,POINT (115.028916 -8.768027)
1842,'5764608310152393127',12/6/2020,-121.37,-16.76,35,115.031319,-8.770063,POINT (115.031319 -8.770063)
1843,'5764608310152393148',12/6/2020,-124.83,-16.5,6,115.03166200000001,-8.769045,POINT (115.031662 -8.769045)
1849,'5764608310152393246',12/6/2020,-121.25,-19.62,4,115.03337900000001,-8.774474,POINT (115.033379 -8.774474)
1853,'5764608310152393318',12/6/2020,-120.78,-20.0,9,115.034066,-8.773117,POINT (115.034066 -8.773116999999999)
1859,'5764608310152393374',12/6/2020,-125.0,-20.0,5,115.036126,-8.774474,POINT (115.036126 -8.774474)
1862,'5764608310152393433',12/6/2020,-120.43,-20.0,7,115.03578200000001,-8.772099,POINT (115.035782 -8.772099000000001)
1868,'5764608310152393475',12/6/2020,-124.15,-20.0,20,115.032692,-8.770742,POINT (115.032692 -8.770742)
1874,'5764608310152393770',12/6/2020,-123.0,-19.7,5,115.02925900000001,-8.765652000000001,POINT (115.029259 -8.765652000000001)
1875,'5764608310152393773',12/6/2020,-125.33,-18.0,9,115.028916,-8.764634,POINT (115.028916 -8.764633999999999)
1877,'5764608310152393922',12/6/2020,-122.17,-17.12,12,115.029946,-8.762938,POINT (115.029946 -8.762938)
1881,'5764608310152394002',12/6/2020,-125.0,-14.7,5,115.027199,-8.758866000000001,POINT (115.027199 -8.758866000000001)
1891,'5764608310152394448',12/6/2020,-123.0,-20.0,2,115.035096,-8.76158,POINT (115.035096 -8.76158)
1892,'5764608310152394516',12/6/2020,-123.88,-19.81,8,115.032349,-8.758187,POINT (115.032349 -8.758187)
1899,'5764608310152394954',12/6/2020,-123.0,-19.25,8,115.041619,-8.773796,POINT (115.041619 -8.773796000000001)
1902,'5764608310152395103',12/6/2020,-125.0,-20.0,8,115.038872,-8.765992,POINT (115.038872 -8.765992000000001)
1925,'5764608310152395846',12/6/2020,-123.67,-20.0,3,115.03818500000001,-8.762259,POINT (115.038185 -8.762259)
1926,'5764608310152395851',12/6/2020,-127.67,-19.33,3,115.038872,-8.762597999999999,POINT (115.038872 -8.762597999999999)
1929,'5764608310152395876',12/6/2020,-121.2,-19.8,5,115.03921499999998,-8.762259,POINT (115.039215 -8.762259)
1935,'5764608310152396048',12/6/2020,-123.12,-18.75,8,115.037842,-8.758866000000001,POINT (115.037842 -8.758866000000001)
1947,'5764608310152396234',12/6/2020,-120.83,-20.0,6,115.041619,-8.757508999999999,POINT (115.041619 -8.757508999999999)
1961,'5764608310152396670',12/6/2020,-120.58,-19.08,12,115.04573899999998,-8.755473,POINT (115.045739 -8.755473)
1963,'5764608310152396702',12/6/2020,-122.0,-20.0,1,115.04711200000001,-8.758187,POINT (115.047112 -8.758187)
1966,'5764608310152396799',12/6/2020,-120.23,-20.0,13,115.04848500000001,-8.755133,POINT (115.048485 -8.755133000000001)
1994,'5764608310152402899',12/6/2020,-126.0,-20.0,1,115.05741200000001,-8.886089,POINT (115.057412 -8.886089)
1997,'5764608310152403095',12/6/2020,-126.56,-16.78,9,115.062905,-8.904405,POINT (115.062905 -8.904405000000001)
2005,'5764608310152404558',12/6/2020,-121.17,-19.83,6,115.06633799999999,-8.892533,POINT (115.066338 -8.892533)
2008,'5764608310152404695',12/6/2020,-123.54,-13.16,134,115.068398,-8.890837,POINT (115.068398 -8.890836999999999)
2009,'5764608310152404710',12/6/2020,-123.58,-14.4,73,115.069771,-8.892533,POINT (115.069771 -8.892533)
2010,'5764608310152404732',12/6/2020,-125.5,-20.0,4,115.07011399999999,-8.891177,POINT (115.070114 -8.891177000000001)
2011,'5764608310152404779',12/6/2020,-122.0,-12.83,61,115.06771100000002,-8.890158999999999,POINT (115.067711 -8.890158999999999)
2012,'5764608310152404864',12/6/2020,-126.56,-18.39,18,115.068055,-8.890498,POINT (115.068055 -8.890497999999999)
2013,'5764608310152404875',12/6/2020,-125.5,-17.38,4,115.06908500000002,-8.890158999999999,POINT (115.069085 -8.890158999999999)
2019,'5764608310152405777',12/6/2020,-120.82,-18.1,73,115.07629399999999,-8.921364,POINT (115.076294 -8.921364000000001)
2022,'5764608310152406106',12/6/2020,-120.5,-14.88,4,115.071831,-8.913563,POINT (115.071831 -8.913563)
2024,'5764608310152406418',12/6/2020,-121.83,-16.38,41,115.07389099999999,-8.91085,POINT (115.073891 -8.91085)
2036,'5764608310152408187',12/6/2020,-123.78,-18.32,14,115.08419099999999,-8.913224000000001,POINT (115.084191 -8.913224000000001)
2038,'5764608310152408285',12/6/2020,-125.0,-19.59,17,115.08522099999999,-8.912545,POINT (115.085221 -8.912545)
2041,'5764608310152408945',12/6/2020,-123.75,-20.0,4,115.088654,-8.907797,POINT (115.088654 -8.907797)
2042,'5764608310152409019',12/6/2020,-126.6,-20.0,5,115.09243000000001,-8.91051,POINT (115.09243 -8.91051)
2044,'5764608310152409216',12/6/2020,-120.11,-16.75,18,115.073548,-8.906779,POINT (115.073548 -8.906779)
2046,'5764608310152409525',12/6/2020,-120.4,-17.9,5,115.074921,-8.898978,POINT (115.074921 -8.898978)
2051,'5764608310152409996',12/6/2020,-125.7,-20.0,10,115.079728,-8.900674,POINT (115.079728 -8.900674)
2058,'5764608310152411198',12/6/2020,-121.2,-18.6,5,115.08419099999999,-8.904744,POINT (115.084191 -8.904744000000001)
2065,'5764608310152411721',12/6/2020,-124.24,-18.38,21,115.08796699999999,-8.903727,POINT (115.087967 -8.903727)
2074,'5764608310152412932',12/6/2020,-120.2,-19.4,5,115.087281,-8.88982,POINT (115.087281 -8.88982)
2084,'5764608310152413518',12/6/2020,-127.64,-16.82,50,115.049858,-8.876252000000001,POINT (115.049858 -8.876252000000001)
2086,'5764608310152413886',12/6/2020,-122.0,-18.0,1,115.059471,-8.883036,POINT (115.059471 -8.883036000000001)
2087,'5764608310152413899',12/6/2020,-123.82,-19.09,11,115.058098,-8.882017999999999,POINT (115.058098 -8.882017999999999)
2095,'5764608310152414130',12/6/2020,-126.5,-20.0,6,115.05878500000001,-8.878287,POINT (115.058785 -8.878287)
2096,'5764608310152414152',12/6/2020,-124.0,-18.0,1,115.057755,-8.87693,POINT (115.057755 -8.87693)
2101,'5764608310152414318',12/6/2020,-121.0,-20.0,8,115.05123200000001,-8.870824,POINT (115.051232 -8.870824000000001)
2114,'5764608310152414563',12/6/2020,-126.8,-20.0,5,115.050545,-8.865736,POINT (115.050545 -8.865736)
2122,'5764608310152414741',12/6/2020,-123.62,-20.0,8,115.054322,-8.871842,POINT (115.054322 -8.871841999999999)
2145,'5764608310152416952',12/6/2020,-120.54,-20.0,13,115.07011399999999,-8.872859,POINT (115.070114 -8.872859)
2147,'5764608310152417040',12/6/2020,-122.75,-18.88,4,115.065308,-8.867432,POINT (115.065308 -8.867432000000001)
2149,'5764608310152417322',12/6/2020,-126.0,-20.0,2,115.05123200000001,-8.863361,POINT (115.051232 -8.863360999999999)
2161,'5764608310152417983',12/6/2020,-123.22,-19.95,9,115.059471,-8.860987,POINT (115.059471 -8.860987)
2169,'5764608310152418694',12/6/2020,-122.0,-20.0,1,115.051918,-8.8464,POINT (115.051918 -8.846399999999999)
2172,'5764608310152419004',12/6/2020,-121.33,-19.39,9,115.059128,-8.850471,POINT (115.059128 -8.850471000000001)
2191,'5764608310152420563',12/6/2020,-124.0,-16.0,3,115.062905,-8.848096,POINT (115.062905 -8.848096)
2202,'5764608310152421113',12/6/2020,-125.5,-20.0,6,115.07011399999999,-8.848096,POINT (115.070114 -8.848096)
2203,'5764608310152421281',12/6/2020,-120.18,-19.09,11,115.069428,-8.846739,POINT (115.069428 -8.846738999999999)
2210,'5764608310152421528',12/6/2020,-127.0,-20.0,2,115.074234,-8.883714,POINT (115.074234 -8.883713999999999)
2214,'5764608310152421969',12/6/2020,-121.79,-18.95,19,115.07629399999999,-8.880661,POINT (115.076294 -8.880661)
2216,'5764608310152422593',12/6/2020,-124.13,-19.83,15,115.073548,-8.871163000000001,POINT (115.073548 -8.871163000000001)
2219,'5764608310152422865',12/6/2020,-122.0,-20.0,2,115.073548,-8.864379,POINT (115.073548 -8.864379)
2223,'5764608310152423131',12/6/2020,-122.02,-16.01,57,115.08007099999999,-8.869807000000002,POINT (115.080071 -8.869807000000002)
2224,'5764608310152423146',12/6/2020,-122.86,-20.0,14,115.08144399999999,-8.871503,POINT (115.081444 -8.871503000000001)
2229,'5764608310152424352',12/6/2020,-125.0,-20.0,1,115.0914,-8.879644,POINT (115.0914 -8.879644000000001)
2237,'5764608310152425040',12/6/2020,-121.11,-18.84,9,115.087281,-8.870146,POINT (115.087281 -8.870146)
2238,'5764608310152425175',12/6/2020,-121.4,-20.0,5,115.09037099999999,-8.869128,POINT (115.090371 -8.869128)
2244,'5764608310152425718',12/6/2020,-120.21,-20.0,14,115.07526399999999,-8.858611999999999,POINT (115.075264 -8.858611999999999)
2263,'5764608310152426734',12/6/2020,-128.5,-20.0,4,115.075951,-8.849114,POINT (115.075951 -8.849114)
2268,'5764608310152426987',12/6/2020,-124.8,-16.6,5,115.075951,-8.844025,POINT (115.075951 -8.844025)
2269,'5764608310152427024',12/6/2020,-122.5,-20.0,2,115.07629399999999,-8.851149000000001,POINT (115.076294 -8.851149000000001)
2277,'5764608310152427698',12/6/2020,-120.67,-19.83,6,115.086251,-8.862003999999999,POINT (115.086251 -8.862003999999999)
2279,'5764608310152427747',12/6/2020,-123.86,-18.86,7,115.086251,-8.860308,POINT (115.086251 -8.860308)
2281,'5764608310152427781',12/6/2020,-126.62,-15.25,8,115.081787,-8.856916,POINT (115.081787 -8.856916)
2290,'5764608310152428657',12/6/2020,-121.46,-19.92,13,115.083161,-8.848096,POINT (115.083161 -8.848096)
2294,'5764608310152428757',12/6/2020,-123.0,-20.0,4,115.084534,-8.847418,POINT (115.084534 -8.847417999999999)
2297,'5764608310152428983',12/6/2020,-122.5,-19.5,2,115.086251,-8.844704,POINT (115.086251 -8.844704)
2304,'5764608310152429232',12/6/2020,-123.5,-20.0,2,115.0914,-8.851149000000001,POINT (115.0914 -8.851149000000001)
2305,'5764608310152429240',12/6/2020,-120.67,-17.0,6,115.092087,-8.851149000000001,POINT (115.092087 -8.851149000000001)
2306,'5764608310152429275',12/6/2020,-121.04,-17.89,396,115.091057,-8.848096,POINT (115.091057 -8.848096)
2315,'5764608310152429406',12/6/2020,-124.6,-17.1,20,115.088311,-8.842329,POINT (115.088311 -8.842328999999999)
2319,'5764608310152429417',12/6/2020,-122.33,-20.0,9,115.08934099999999,-8.844025,POINT (115.089341 -8.844025)
2334,'5764608310152430093',12/6/2020,-122.62,-18.41,16,115.098954,-8.927469,POINT (115.098954 -8.927469)
2341,'5764608310152431380',12/6/2020,-123.24,-19.96,25,115.09826699999999,-8.910171,POINT (115.098267 -8.910171)
2349,'5764608310152432316',12/6/2020,-125.0,-19.5,3,115.11406000000001,-8.926451,POINT (115.11406 -8.926451)
2352,'5764608310152432513',12/6/2020,-121.18,-16.53,28,115.11200000000001,-8.922721000000001,POINT (115.112 -8.922721000000001)
2356,'5764608310152433613',12/6/2020,-124.0,-18.5,1,115.11268600000001,-8.908475,POINT (115.112686 -8.908474999999999)
2361,'5764608310152434336',12/6/2020,-120.19,-19.15,37,115.10238700000001,-8.906779,POINT (115.102387 -8.906779)
2364,'5764608310152434574',12/6/2020,-122.5,-20.0,6,115.102043,-8.900674,POINT (115.102043 -8.900674)
2370,'5764608310152435957',12/6/2020,-122.21,-20.0,14,115.10788000000001,-8.901692,POINT (115.10788 -8.901692000000001)
2372,'5764608310152436815',12/6/2020,-120.92,-20.0,25,115.10479,-8.892194,POINT (115.10479 -8.892194)
2380,'5764608310152438963',12/6/2020,-121.43,-18.86,7,115.11921000000001,-8.915937,POINT (115.11921 -8.915937)
2381,'5764608310152439113',12/6/2020,-120.6,-18.94,25,115.11543300000001,-8.909154,POINT (115.115433 -8.909153999999999)
2383,'5764608310152439234',12/6/2020,-122.13,-15.01,72,115.11783600000001,-8.909493,POINT (115.117836 -8.909492999999999)
2385,'5764608310152439683',12/6/2020,-128.5,-18.75,6,115.123329,-8.911866999999999,POINT (115.123329 -8.911866999999999)
2388,'5764608310152440086',12/6/2020,-121.87,-16.36,575,115.126076,-8.921025,POINT (115.126076 -8.921025)
2389,'5764608310152440417',12/6/2020,-120.14,-16.48,28,115.132599,-8.925434,POINT (115.132599 -8.925433999999999)
2398,'5764608310152444763',12/6/2020,-121.4,-20.0,5,115.13225600000001,-8.896942999999998,POINT (115.132256 -8.896942999999998)
2431,'5764608310152447367',12/6/2020,-122.25,-20.0,4,115.09586399999999,-8.867771000000001,POINT (115.095864 -8.867771000000001)
2451,'5764608310152449102',12/6/2020,-121.66,-13.55,9,115.10479,-8.870824,POINT (115.10479 -8.870824000000001)
2474,'5764608310152451108',12/6/2020,-120.67,-18.59,46,115.09414699999999,-8.851828,POINT (115.094147 -8.851827999999999)
2476,'5764608310152451153',12/6/2020,-120.6,-20.0,10,115.092774,-8.848096,POINT (115.092774 -8.848096)
2479,'5764608310152451186',12/6/2020,-121.0,-16.5,3,115.09449,-8.848435,POINT (115.09449 -8.848435)
2481,'5764608310152451239',12/6/2020,-121.0,-18.0,2,115.097237,-8.851488,POINT (115.097237 -8.851488)
2488,'5764608310152451309',12/6/2020,-123.33,-12.58,6,115.09758000000001,-8.848774,POINT (115.09758 -8.848774000000001)
2489,'5764608310152451310',12/6/2020,-125.45,-9.67,9,115.097924,-8.849114,POINT (115.097924 -8.849114)
2490,'5764608310152451319',12/6/2020,-124.78,-15.11,9,115.097237,-8.847418,POINT (115.097237 -8.847417999999999)
2491,'5764608310152451320',12/6/2020,-132.0,-19.8,5,115.09758000000001,-8.848435,POINT (115.09758 -8.848435)
2493,'5764608310152451343',12/6/2020,-126.5,-18.63,8,115.093804,-8.846061,POINT (115.093804 -8.846061000000001)
2495,'5764608310152451356',12/6/2020,-121.0,-16.19,8,115.09346000000001,-8.845042999999999,POINT (115.09346 -8.845042999999999)
2496,'5764608310152451357',12/6/2020,-124.17,-15.25,6,115.09346000000001,-8.844704,POINT (115.09346 -8.844704)
2498,'5764608310152451399',12/6/2020,-121.1,-17.75,10,115.09311699999999,-8.843347,POINT (115.093117 -8.843347)
2499,'5764608310152451416',12/6/2020,-122.54,-14.02,65,115.09346000000001,-8.843007,POINT (115.09346 -8.843007)
2502,'5764608310152451426',12/6/2020,-121.86,-13.98,92,115.09449,-8.844364,POINT (115.09449 -8.844364000000001)
2504,'5764608310152451435',12/6/2020,-120.09,-14.21,315,115.095177,-8.844025,POINT (115.095177 -8.844025)
2506,'5764608310152451446',12/6/2020,-121.49,-12.16,59,115.09449,-8.842329,POINT (115.09449 -8.842328999999999)
2510,'5764608310152451475',12/6/2020,-124.0,-16.23,11,115.09586399999999,-8.845382,POINT (115.095864 -8.845382000000001)
2511,'5764608310152451476',12/6/2020,-121.0,-16.0,2,115.09552,-8.845042999999999,POINT (115.09552 -8.845042999999999)
2522,'5764608310152451504',12/6/2020,-125.8,-16.2,5,115.09689399999999,-8.845721000000001,POINT (115.096894 -8.845721000000001)
2523,'5764608310152451506',12/6/2020,-121.75,-11.38,20,115.097237,-8.845721000000001,POINT (115.097237 -8.845721000000001)
2526,'5764608310152451519',12/6/2020,-122.1,-11.97,297,115.097924,-8.844704,POINT (115.097924 -8.844704)
2527,'5764608310152451520',12/6/2020,-126.62,-13.38,8,115.09552,-8.844364,POINT (115.09552 -8.844364000000001)
2530,'5764608310152451526',12/6/2020,-123.58,-16.33,52,115.09586399999999,-8.843686,POINT (115.095864 -8.843686)
2531,'5764608310152451527',12/6/2020,-122.89,-13.8,18,115.09586399999999,-8.843347,POINT (115.095864 -8.843347)
2532,'5764608310152451528',12/6/2020,-121.75,-13.38,163,115.096207,-8.844364,POINT (115.096207 -8.844364000000001)
2538,'5764608310152451540',12/6/2020,-121.16,-13.03,436,115.09552,-8.842329,POINT (115.09552 -8.842328999999999)
2540,'5764608310152451542',12/6/2020,-120.44,-11.57,43,115.09586399999999,-8.842329,POINT (115.095864 -8.842328999999999)
2543,'5764608310152451545',12/6/2020,-121.68,-12.83,65,115.096207,-8.842668,POINT (115.096207 -8.842668)
2544,'5764608310152451547',12/6/2020,-120.97,-14.87,35,115.09655,-8.842668,POINT (115.09655 -8.842668)
2554,'5764608310152451578',12/6/2020,-126.4,-15.1,5,115.097924,-8.843007,POINT (115.097924 -8.843007)
2556,'5764608310152451582',12/6/2020,-121.58,-11.04,12,115.097924,-8.842329,POINT (115.097924 -8.842328999999999)
2557,'5764608310152451583',12/6/2020,-120.3,-11.28,20,115.097924,-8.84199,POINT (115.097924 -8.841989999999999)
2559,'5764608310152451600',12/6/2020,-120.09,-16.09,11,115.09826699999999,-8.851149000000001,POINT (115.098267 -8.851149000000001)
2562,'5764608310152451607',12/6/2020,-121.24,-11.89,207,115.09861000000001,-8.850131,POINT (115.09861 -8.850130999999999)
2565,'5764608310152451646',12/6/2020,-122.0,-14.18,14,115.10067,-8.850471,POINT (115.10067 -8.850471000000001)
2572,'5764608310152451671',12/6/2020,-122.2,-12.1,5,115.09861000000001,-8.847418,POINT (115.09861 -8.847417999999999)
2577,'5764608310152451690',12/6/2020,-126.5,-16.18,8,115.10067,-8.849791999999999,POINT (115.10067 -8.849791999999999)
2589,'5764608310152451777',12/6/2020,-124.3,-15.4,10,115.10101399999999,-8.849453,POINT (115.101014 -8.849453)
2596,'5764608310152451790',12/6/2020,-122.0,-12.57,7,115.102043,-8.849114,POINT (115.102043 -8.849114)
2601,'5764608310152451825',12/6/2020,-121.0,-11.62,4,115.10238700000001,-8.848096,POINT (115.102387 -8.848096)
2605,'5764608310152451840',12/6/2020,-124.0,-13.88,12,115.09826699999999,-8.847078,POINT (115.098267 -8.847078)
2624,'5764608310152451874',12/6/2020,-121.0,-11.44,8,115.099984,-8.847078,POINT (115.099984 -8.847078)
2625,'5764608310152451875',12/6/2020,-123.7,-14.6,10,115.099984,-8.846739,POINT (115.099984 -8.846738999999999)
2626,'5764608310152451876',12/6/2020,-121.69,-13.69,16,115.09964,-8.8464,POINT (115.09964 -8.846399999999999)
2627,'5764608310152451879',12/6/2020,-121.16,-12.68,61,115.099984,-8.846061,POINT (115.099984 -8.846061000000001)
2637,'5764608310152451913',12/6/2020,-120.15,-11.28,134,115.098954,-8.844025,POINT (115.098954 -8.844025)
2639,'5764608310152451918',12/6/2020,-122.27,-11.02,22,115.09929699999999,-8.843686,POINT (115.099297 -8.843686)
2640,'5764608310152451919',12/6/2020,-120.88,-10.25,8,115.09929699999999,-8.843347,POINT (115.099297 -8.843347)
2642,'5764608310152451923',12/6/2020,-121.47,-12.79,340,115.09861000000001,-8.842668,POINT (115.09861 -8.842668)
2643,'5764608310152451924',12/6/2020,-121.24,-12.22,152,115.09826699999999,-8.842329,POINT (115.098267 -8.842328999999999)
2647,'5764608310152451934',12/6/2020,-122.35,-13.52,117,115.09929699999999,-8.842329,POINT (115.099297 -8.842328999999999)
2669,'5764608310152451981',12/6/2020,-122.44,-16.5,9,115.1017,-8.846061,POINT (115.1017 -8.846061000000001)
2672,'5764608310152451988',12/6/2020,-120.82,-12.41,11,115.10101399999999,-8.845042999999999,POINT (115.101014 -8.845042999999999)
2677,'5764608310152451999',12/6/2020,-120.59,-10.93,140,115.102043,-8.844704,POINT (115.102043 -8.844704)
2679,'5764608310152452007',12/6/2020,-120.36,-15.19,118,115.10273000000001,-8.846061,POINT (115.10273 -8.846061000000001)
2681,'5764608310152452011',12/6/2020,-122.11,-13.05,38,115.103417,-8.846739,POINT (115.103417 -8.846738999999999)
2683,'5764608310152452018',12/6/2020,-124.0,-19.61,14,115.10273000000001,-8.845721000000001,POINT (115.10273 -8.845721000000001)
2686,'5764608310152452021',12/6/2020,-123.45,-15.07,44,115.10238700000001,-8.844704,POINT (115.102387 -8.844704)
