Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry
'5764608310152495532',2.02E+16,-121.62,-15.75,8,115.098,-8.83554,POINT (115.09758 -8.835544000000001)
'5764608310152495534',2.02E+16,-126,-18.38,4,115.098,-8.83554,POINT (115.097924 -8.835544000000001)
'5764608310152495538',2.02E+16,-121.75,-11.56,53,115.097,-8.83487,POINT (115.097237 -8.834866)
'5764608310152495560',2.02E+16,-124,-18.3,10,115.096,-8.83351,POINT (115.096207 -8.833508999999999)
'5764608310152495562',2.02E+16,-121.65,-14.29,17,115.097,-8.83351,POINT (115.09655 -8.833508999999999)
'5764608310152495570',2.02E+16,-122,-14.05,9,115.096,-8.83215,POINT (115.095864 -8.832152000000001)
'5764608310152495581',2.02E+16,-129,-18,3,115.096,-8.83113,POINT (115.096207 -8.831134)
'5764608310152495611',2.02E+16,-127,-15.5,1,115.098,-8.83181,POINT (115.097924 -8.831811999999999)
'5764608310152495614',2.02E+16,-126.67,-17.17,3,115.098,-8.83147,POINT (115.097924 -8.831472999999999)
'5764608310152495649',2.02E+16,-122,-18.5,1,115.1,-8.84131,POINT (115.09964 -8.841310999999999)
'5764608310152495669',2.02E+16,-122.21,-12.94,134,115.1,-8.83928,POINT (115.09964 -8.839276)
'5764608310152495671',2.02E+16,-120.04,-13.48,26,115.1,-8.83928,POINT (115.099984 -8.839276)
'5764608310152495676',2.02E+16,-122.55,-15.29,33,115.1,-8.83962,POINT (115.100327 -8.839615)
'5764608310152495679',2.02E+16,-120.07,-11.37,71,115.101,-8.83928,POINT (115.10067 -8.839276)
'5764608310152495685',2.02E+16,-123,-13.5,2,115.098,-8.83792,POINT (115.098267 -8.837918999999999)
'5764608310152495689',2.02E+16,-121.75,-10.5,12,115.099,-8.8386,POINT (115.098954 -8.838597)
'5764608310152495693',2.02E+16,-122.5,-17.18,14,115.099,-8.83792,POINT (115.098954 -8.837918999999999)
'5764608310152495697',2.02E+16,-120.65,-13.39,65,115.098,-8.83724,POINT (115.098267 -8.83724)
'5764608310152495705',2.02E+16,-121.33,-15,6,115.099,-8.83724,POINT (115.098954 -8.83724)
'5764608310152495714',2.02E+16,-121,-9.5,2,115.1,-8.83894,POINT (115.099984 -8.838937)
'5764608310152495720',2.02E+16,-123.17,-14,517,115.1,-8.83894,POINT (115.100327 -8.838937)
'5764608310152495725',2.02E+16,-126.95,-17.38,21,115.1,-8.83792,POINT (115.100327 -8.837918999999999)
'5764608310152495731',2.02E+16,-121,-16.18,39,115.1,-8.83724,POINT (115.099984 -8.83724)
'5764608310152495741',2.02E+16,-120.5,-11.95,28,115.1,-8.83656,POINT (115.100327 -8.836561999999999)
'5764608310152495755',2.02E+16,-120.75,-15.5,12,115.102,-8.84131,POINT (115.102043 -8.841310999999999)
'5764608310152495756',2.02E+16,-120.5,-14,12,115.102,-8.84097,POINT (115.1017 -8.840972000000001)
'5764608310152495797',2.02E+16,-122.12,-14.59,17,115.102,-8.83928,POINT (115.102387 -8.839276)
'5764608310152495819',2.02E+16,-130,-18,3,115.102,-8.8386,POINT (115.102043 -8.838597)
'5764608310152495837',2.02E+16,-121.26,-14.36,54,115.102,-8.83656,POINT (115.1017 -8.836561999999999)
'5764608310152495839',2.02E+16,-124.02,-13.64,149,115.102,-8.83656,POINT (115.102043 -8.836561999999999)
'5764608310152495855',2.02E+16,-121.16,-12.44,25,115.103,-8.83792,POINT (115.103417 -8.837918999999999)
'5764608310152495862',2.02E+16,-122.66,-14.36,261,115.103,-8.8369,POINT (115.10273 -8.836900999999999)
'5764608310152495864',2.02E+16,-123.53,-14.12,17,115.103,-8.83758,POINT (115.103073 -8.837580000000001)
'5764608310152495868',2.02E+16,-121.02,-13.99,426,115.103,-8.8369,POINT (115.103073 -8.836900999999999)
'5764608310152495877',2.02E+16,-121.62,-11.86,71,115.098,-8.83521,POINT (115.098267 -8.835205)
'5764608310152495885',2.02E+16,-120.61,-10.24,23,115.099,-8.83521,POINT (115.098954 -8.835205)
'5764608310152495888',2.02E+16,-121.29,-14.21,7,115.098,-8.83487,POINT (115.098267 -8.834866)
'5764608310152495906',2.02E+16,-120.61,-13.21,82,115.1,-8.83622,POINT (115.099984 -8.836223)
'5764608310152495915',2.02E+16,-120.06,-12.38,70,115.101,-8.83588,POINT (115.10067 -8.835883000000001)
'5764608310152495920',2.02E+16,-121.15,-15.23,69,115.1,-8.83487,POINT (115.09964 -8.834866)
'5764608310152495928',2.02E+16,-120.28,-13.38,54,115.1,-8.83487,POINT (115.100327 -8.834866)
'5764608310152495943',2.02E+16,-120.35,-12.72,74,115.099,-8.83249,POINT (115.09861 -8.832491000000001)
'5764608310152495948',2.02E+16,-120.93,-15.46,41,115.099,-8.83283,POINT (115.098954 -8.83283)
'5764608310152495958',2.02E+16,-120.56,-12.48,32,115.099,-8.83147,POINT (115.09861 -8.831472999999999)
'5764608310152495960',2.02E+16,-121.29,-13.86,7,115.099,-8.83215,POINT (115.098954 -8.832152000000001)
'5764608310152495971',2.02E+16,-122.11,-14,9,115.1,-8.83317,POINT (115.099984 -8.833169)
'5764608310152495979',2.02E+16,-121,-14,4,115.101,-8.83317,POINT (115.10067 -8.833169)
'5764608310152495981',2.02E+16,-121.71,-13.96,383,115.1,-8.83249,POINT (115.100327 -8.832491000000001)
'5764608310152496017',2.02E+16,-123.33,-12.47,15,115.101,-8.83453,POINT (115.101014 -8.834526)
'5764608310152496027',2.02E+16,-123,-14.62,4,115.102,-8.83453,POINT (115.102043 -8.834526)
'5764608310152496052',2.02E+16,-122.89,-15.95,9,115.102,-8.83419,POINT (115.102387 -8.834187)
'5764608310152496054',2.02E+16,-120.39,-12.6,54,115.103,-8.83419,POINT (115.10273 -8.834187)
'5764608310152496069',2.02E+16,-120.75,-20,4,115.101,-8.83249,POINT (115.101014 -8.832491000000001)
'5764608310152496081',2.02E+16,-121.89,-11.98,78,115.101,-8.83181,POINT (115.101014 -8.831811999999999)
'5764608310152496089',2.02E+16,-122.11,-12.04,170,115.102,-8.83181,POINT (115.1017 -8.831811999999999)
'5764608310152496092',2.02E+16,-120.33,-14.08,6,115.102,-8.83147,POINT (115.1017 -8.831472999999999)
'5764608310152496095',2.02E+16,-121.47,-14.53,36,115.102,-8.83113,POINT (115.102043 -8.831134)
'5764608310152496100',2.02E+16,-123.29,-14.46,94,115.102,-8.83283,POINT (115.102387 -8.83283)
'5764608310152496101',2.02E+16,-122,-11.25,2,115.102,-8.83249,POINT (115.102387 -8.832491000000001)
'5764608310152496117',2.02E+16,-120.83,-12.12,30,115.102,-8.83113,POINT (115.102387 -8.831134)
'5764608310152496133',2.02E+16,-125,-16.5,2,115.093,-8.82978,POINT (115.092774 -8.829777)
'5764608310152496138',2.02E+16,-124.72,-17.86,7,115.094,-8.8308,POINT (115.093804 -8.830795)
'5764608310152496139',2.02E+16,-123.39,-16.94,26,115.094,-8.83046,POINT (115.093804 -8.830455000000001)
'5764608310152496140',2.02E+16,-121.5,-14.83,6,115.093,-8.83012,POINT (115.09346 -8.830116)
'5764608310152496153',2.02E+16,-124.2,-17.8,5,115.093,-8.8291,POINT (115.09346 -8.829098)
'5764608310152496166',2.02E+16,-120.11,-14.28,92,115.094,-8.83012,POINT (115.09449 -8.830116)
'5764608310152496168',2.02E+16,-130,-14,3,115.095,-8.8308,POINT (115.094834 -8.830795)
'5764608310152496174',2.02E+16,-120.69,-9.64,119,115.095,-8.83012,POINT (115.095177 -8.830116)
'5764608310152496214',2.02E+16,-120.2,-17.3,5,115.093,-8.82605,POINT (115.093117 -8.826045000000001)
'5764608310152496226',2.02E+16,-120.92,-15.52,95,115.094,-8.82808,POINT (115.09449 -8.82808)
'5764608310152496234',2.02E+16,-120.78,-14.06,9,115.095,-8.82808,POINT (115.095177 -8.82808)
'5764608310152496236',2.02E+16,-121.17,-18.56,3789,115.095,-8.8274,POINT (115.094834 -8.827402000000001)
'5764608310152496242',2.02E+16,-121.07,-13.67,681,115.094,-8.82672,POINT (115.09449 -8.826722999999999)
'5764608310152496263',2.02E+16,-123.81,-17.14,32,115.096,-8.82978,POINT (115.095864 -8.829777)
'5764608310152496269',2.02E+16,-121,-13.42,6,115.096,-8.82978,POINT (115.096207 -8.829777)
'5764608310152496280',2.02E+16,-120.73,-15.91,11,115.096,-8.82944,POINT (115.096207 -8.829438)
'5764608310152496294',2.02E+16,-120.44,-16.12,16,115.097,-8.83012,POINT (115.097237 -8.830116)
'5764608310152496297',2.02E+16,-122.24,-12.3,171,115.098,-8.83046,POINT (115.09758 -8.830455000000001)
'5764608310152496308',2.02E+16,-122.88,-16.94,8,115.097,-8.82876,POINT (115.096894 -8.828759)
'5764608310152496313',2.02E+16,-121.7,-16.98,64,115.098,-8.8291,POINT (115.09758 -8.829098)
'5764608310152496317',2.02E+16,-122.11,-16.06,9,115.098,-8.82842,POINT (115.09758 -8.828419999999999)
'5764608310152496324',2.02E+16,-121.18,-17.81,1124,115.096,-8.8274,POINT (115.09552 -8.827402000000001)
'5764608310152496326',2.02E+16,-120.98,-18.52,1859,115.096,-8.8274,POINT (115.095864 -8.827402000000001)
'5764608310152496327',2.02E+16,-120.5,-18.4,1019,115.096,-8.82706,POINT (115.095864 -8.827063000000001)
'5764608310152496345',2.02E+16,-122.25,-17.28,16,115.096,-8.82638,POINT (115.096207 -8.826383999999999)
'5764608310152496354',2.02E+16,-125.25,-17.75,4,115.097,-8.82808,POINT (115.097237 -8.82808)
'5764608310152496361',2.02E+16,-124.2,-15.1,5,115.098,-8.82774,POINT (115.09758 -8.827741)
'5764608310152496362',2.02E+16,-121.2,-16.24,197,115.098,-8.82808,POINT (115.097924 -8.82808)
'5764608310152496367',2.02E+16,-120.48,-16.41,5045,115.098,-8.82706,POINT (115.097924 -8.827063000000001)
'5764608310152496368',2.02E+16,-120.27,-15.79,157,115.097,-8.82672,POINT (115.096894 -8.826722999999999)
'5764608310152496369',2.02E+16,-120.2,-13.14,54,115.097,-8.82638,POINT (115.096894 -8.826383999999999)
'5764608310152496370',2.02E+16,-121.9,-14.95,48,115.097,-8.82672,POINT (115.097237 -8.826722999999999)
'5764608310152496371',2.02E+16,-122,-13.86,7,115.097,-8.82638,POINT (115.097237 -8.826383999999999)
'5764608310152496372',2.02E+16,-120.31,-14.36,571,115.097,-8.82605,POINT (115.096894 -8.826045000000001)
'5764608310152496392',2.02E+16,-121.4,-15.5,20,115.093,-8.82537,POINT (115.09346 -8.825366000000001)
'5764608310152496405',2.02E+16,-121.24,-17.88,29,115.093,-8.82299,POINT (115.092774 -8.822991999999999)
'5764608310152496523',2.02E+16,-122.13,-14.8,234,115.097,-8.82503,POINT (115.09655 -8.825027)
'5764608310152496547',2.02E+16,-121.11,-12.68,46,115.097,-8.82503,POINT (115.097237 -8.825027)
'5764608310152496552',2.02E+16,-120.28,-14.4,464,115.098,-8.82537,POINT (115.09758 -8.825366000000001)
'5764608310152496643',2.02E+16,-121.73,-13.79,41,115.099,-8.83046,POINT (115.09861 -8.830455000000001)
'5764608310152496644',2.02E+16,-122.99,-18.72,90,115.098,-8.83012,POINT (115.098267 -8.830116)
'5764608310152496669',2.02E+16,-120.92,-14.94,81,115.099,-8.82842,POINT (115.098954 -8.828419999999999)
'5764608310152496691',2.02E+16,-125,-16,3,115.1,-8.8291,POINT (115.099984 -8.829098)
'5764608310152496694',2.02E+16,-129.5,-19.62,4,115.1,-8.82876,POINT (115.099984 -8.828759)
'5764608310152496701',2.02E+16,-121.39,-17.23,41,115.1,-8.82842,POINT (115.100327 -8.828419999999999)
'5764608310152496705',2.02E+16,-122.46,-16.1,178,115.098,-8.82774,POINT (115.098267 -8.827741)
'5764608310152496707',2.02E+16,-120.88,-11.81,8,115.099,-8.82774,POINT (115.09861 -8.827741)
'5764608310152496710',2.02E+16,-120.18,-16.37,98,115.099,-8.8274,POINT (115.09861 -8.827402000000001)
'5764608310152496718',2.02E+16,-120.89,-15.72,27,115.099,-8.8274,POINT (115.099297 -8.827402000000001)
'5764608310152496726',2.02E+16,-124.3,-19.85,10,115.099,-8.82605,POINT (115.09861 -8.826045000000001)
'5764608310152496739',2.02E+16,-120.09,-15.23,11,115.1,-8.82774,POINT (115.099984 -8.827741)
'5764608310152496764',2.02E+16,-121.83,-12.53,1039,115.1,-8.82605,POINT (115.100327 -8.826045000000001)
'5764608310152496771',2.02E+16,-121.14,-12.36,7,115.101,-8.83046,POINT (115.101357 -8.830455000000001)
'5764608310152496790',2.02E+16,-120.06,-19.54,258,115.101,-8.82876,POINT (115.101357 -8.828759)
'5764608310152496796',2.02E+16,-120.7,-13.85,10,115.102,-8.82876,POINT (115.1017 -8.828759)
'5764608310152496799',2.02E+16,-120.5,-12.7,40,115.102,-8.82842,POINT (115.102043 -8.828419999999999)
'5764608310152496809',2.02E+16,-120.12,-13.03,74,115.103,-8.83046,POINT (115.103073 -8.830455000000001)
'5764608310152496816',2.02E+16,-120.24,-12.7,50,115.102,-8.82944,POINT (115.102387 -8.829438)
'5764608310152496818',2.02E+16,-122.26,-12.4,31,115.103,-8.82944,POINT (115.10273 -8.829438)
'5764608310152496819',2.02E+16,-124.5,-17.95,10,115.103,-8.8291,POINT (115.10273 -8.829098)
'5764608310152496823',2.02E+16,-120.5,-10.75,12,115.103,-8.82842,POINT (115.10273 -8.828419999999999)
'5764608310152496824',2.02E+16,-120.93,-12.57,14,115.103,-8.82944,POINT (115.103073 -8.829438)
'5764608310152496833',2.02E+16,-123.92,-13.62,12,115.101,-8.82774,POINT (115.101014 -8.827741)
'5764608310152496846',2.02E+16,-120.13,-11.65,903,115.102,-8.8274,POINT (115.102043 -8.827402000000001)
'5764608310152496850',2.02E+16,-120.9,-11.67,507,115.101,-8.82672,POINT (115.101357 -8.826722999999999)
'5764608310152496852',2.02E+16,-120.97,-12.69,616,115.101,-8.82605,POINT (115.101014 -8.826045000000001)
'5764608310152496853',2.02E+16,-120.77,-13.86,592,115.101,-8.82571,POINT (115.101014 -8.825706)
'5764608310152496856',2.02E+16,-121.47,-15.15,34,115.102,-8.82672,POINT (115.1017 -8.826722999999999)
'5764608310152496860',2.02E+16,-121.76,-12.68,378,115.102,-8.82605,POINT (115.1017 -8.826045000000001)
'5764608310152496870',2.02E+16,-120.88,-18.88,8,115.103,-8.8274,POINT (115.10273 -8.827402000000001)
'5764608310152496877',2.02E+16,-120.43,-11,437,115.103,-8.82706,POINT (115.103073 -8.827063000000001)
'5764608310152496878',2.02E+16,-123.5,-13.12,4,115.103,-8.8274,POINT (115.103417 -8.827402000000001)
'5764608310152496885',2.02E+16,-121.53,-14.92,19,115.102,-8.82571,POINT (115.102387 -8.825706)
'5764608310152496889',2.02E+16,-124.57,-13.21,7,115.103,-8.82638,POINT (115.103073 -8.826383999999999)
'5764608310152496891',2.02E+16,-124.6,-14.8,5,115.103,-8.82638,POINT (115.103417 -8.826383999999999)
'5764608310152496897',2.02E+16,-120.42,-13.34,779,115.098,-8.82503,POINT (115.098267 -8.825027)
'5764608310152496898',2.02E+16,-122.89,-15.93,402,115.099,-8.82537,POINT (115.09861 -8.825366000000001)
'5764608310152496950',2.02E+16,-120.91,-12.48,666,115.1,-8.82333,POINT (115.099984 -8.823331)
'5764608310152496952',2.02E+16,-120.8,-14.19,910,115.1,-8.82401,POINT (115.100327 -8.824009)
'5764608310152496954',2.02E+16,-121.33,-13.38,30,115.101,-8.82401,POINT (115.10067 -8.824009)
'5764608310152496972',2.02E+16,-120.37,-11.46,147,115.099,-8.82197,POINT (115.098954 -8.821974000000001)
'5764608310152497043',2.02E+16,-120.28,-15.49,1077,115.101,-8.82367,POINT (115.101357 -8.82367)
'5764608310152497048',2.02E+16,-120.95,-18.57,3134,115.102,-8.82401,POINT (115.1017 -8.824009)
'5764608310152497065',2.02E+16,-120.99,-16.48,67,115.103,-8.82503,POINT (115.103073 -8.825027)
'5764608310152497123',2.02E+16,-127,-17,2,115.103,-8.82231,POINT (115.10273 -8.822313000000001)
'5764608310152497144',2.02E+16,-120.2,-19.1,5,115.103,-8.82129,POINT (115.103073 -8.821294999999999)
'5764608310152497170',2.02E+16,-121.3,-12.44,33,115.104,-8.84029,POINT (115.104103 -8.840292999999999)
'5764608310152497171',2.02E+16,-120.33,-12.08,6,115.104,-8.83995,POINT (115.104103 -8.839953999999999)
'5764608310152497189',2.02E+16,-120.04,-11.8,178,115.105,-8.84063,POINT (115.105133 -8.840633)
'5764608310152497195',2.02E+16,-129,-14.5,4,115.106,-8.84131,POINT (115.106163 -8.841310999999999)
'5764608310152497197',2.02E+16,-122,-13.74,36,115.106,-8.84063,POINT (115.10582 -8.840633)
'5764608310152497202',2.02E+16,-120.5,-14.85,10,115.105,-8.84029,POINT (115.105477 -8.840292999999999)
'5764608310152497206',2.02E+16,-129.5,-13.88,4,115.105,-8.83962,POINT (115.105477 -8.839615)
'5764608310152497209',2.02E+16,-122.73,-12.73,15,115.106,-8.83995,POINT (115.10582 -8.839953999999999)
'5764608310152497231',2.02E+16,-120.03,-15.9,107,115.105,-8.83792,POINT (115.10479 -8.837918999999999)
'5764608310152497239',2.02E+16,-127.78,-14.28,9,115.104,-8.83656,POINT (115.104103 -8.836561999999999)
'5764608310152497285',2.02E+16,-120.82,-14.33,112,115.107,-8.84063,POINT (115.106507 -8.840633)
'5764608310152497317',2.02E+16,-122.6,-16.3,5,115.108,-8.84063,POINT (115.10788 -8.840633)
'5764608310152497327',2.02E+16,-122,-14.46,23,115.109,-8.84063,POINT (115.10891 -8.840633)
'5764608310152497329',2.02E+16,-120.77,-18.57,22,115.108,-8.83995,POINT (115.10788 -8.839953999999999)
'5764608310152497341',2.02E+16,-128,-18.62,4,115.109,-8.83928,POINT (115.108567 -8.839276)
'5764608310152497351',2.02E+16,-120.76,-11.62,413,115.107,-8.83792,POINT (115.10685 -8.837918999999999)
'5764608310152497355',2.02E+16,-122,-16.5,2,115.108,-8.8386,POINT (115.107537 -8.838597)
'5764608310152497407',2.02E+16,-120.96,-12.21,485,115.109,-8.83656,POINT (115.10891 -8.836561999999999)
'5764608310152497472',2.02E+16,-122,-14.73,56,115.104,-8.83351,POINT (115.10376 -8.833508999999999)
'5764608310152497504',2.02E+16,-120.85,-13.31,46,115.105,-8.83351,POINT (115.105133 -8.833508999999999)
'5764608310152497565',2.02E+16,-122.45,-12.88,118,115.107,-8.83385,POINT (115.107193 -8.833848)
'5764608310152497613',2.02E+16,-120.82,-11.5,11,115.107,-8.83249,POINT (115.107193 -8.832491000000001)
'5764608310152497648',2.02E+16,-120.98,-13.31,268,115.108,-8.83215,POINT (115.10788 -8.832152000000001)
'5764608310152497655',2.02E+16,-121.48,-12.86,136,115.108,-8.83113,POINT (115.108223 -8.831134)
'5764608310152497673',2.02E+16,-121,-13.73,15,115.11,-8.84131,POINT (115.10994 -8.841310999999999)
'5764608310152497690',2.02E+16,-121.25,-12.95,28,115.11,-8.84029,POINT (115.110283 -8.840292999999999)
'5764608310152497794',2.02E+16,-123,-16.62,8,115.112,-8.84165,POINT (115.112343 -8.84165)
'5764608310152497805',2.02E+16,-124.57,-15.36,7,115.113,-8.84063,POINT (115.112686 -8.840633)
'5764608310152497832',2.02E+16,-123.87,-16.09,16,115.114,-8.84165,POINT (115.11406 -8.84165)
'5764608310152497941',2.02E+16,-121,-20,5,115.109,-8.83385,POINT (115.109253 -8.833848)
'5764608310152498036',2.02E+16,-120.72,-12.72,2132,115.111,-8.83147,POINT (115.110627 -8.831472999999999)
'5764608310152498123',2.02E+16,-123.77,-17.35,43,115.113,-8.83317,POINT (115.11303 -8.833169)
'5764608310152498150',2.02E+16,-124.43,-16.64,14,115.114,-8.83283,POINT (115.113716 -8.83283)
'5764608310152498185',2.02E+16,-122.67,-13.58,6,115.104,-8.83046,POINT (115.104447 -8.830455000000001)
'5764608310152498228',2.02E+16,-121.98,-11.89,575,115.105,-8.82876,POINT (115.105133 -8.828759)
'5764608310152498229',2.02E+16,-121.86,-14.02,434,115.105,-8.82842,POINT (115.105133 -8.828419999999999)
'5764608310152498231',2.02E+16,-122.08,-12.13,553,115.105,-8.82842,POINT (115.105477 -8.828419999999999)
'5764608310152498237',2.02E+16,-120.42,-13.93,67,115.106,-8.82842,POINT (115.10582 -8.828419999999999)
'5764608310152498244',2.02E+16,-121.34,-12.12,9,115.104,-8.8274,POINT (115.10376 -8.827402000000001)
'5764608310152498250',2.02E+16,-120.93,-16.79,14,115.105,-8.82808,POINT (115.10479 -8.82808)
'5764608310152498264',2.02E+16,-120.05,-16.91,22,115.104,-8.82672,POINT (115.104447 -8.826722999999999)
'5764608310152498272',2.02E+16,-121.89,-13.61,484,115.105,-8.82808,POINT (115.105133 -8.82808)
'5764608310152498274',2.02E+16,-121.79,-14.6,306,115.105,-8.82808,POINT (115.105477 -8.82808)
'5764608310152498284',2.02E+16,-120.82,-16.76,375,115.106,-8.8274,POINT (115.10582 -8.827402000000001)
'5764608310152498289',2.02E+16,-121.88,-14.19,8,115.105,-8.82638,POINT (115.105133 -8.826383999999999)
'5764608310152498290',2.02E+16,-120.51,-13.8,376,115.105,-8.82672,POINT (115.105477 -8.826722999999999)
'5764608310152498294',2.02E+16,-121.5,-17.69,54,115.105,-8.82605,POINT (115.105477 -8.826045000000001)
'5764608310152498360',2.02E+16,-120.25,-12.43,2273,115.109,-8.82944,POINT (115.108567 -8.829438)
'5764608310152498365',2.02E+16,-121.26,-12.41,1031,115.109,-8.82842,POINT (115.108567 -8.828419999999999)
'5764608310152498390',2.02E+16,-120.53,-16.35,375,115.107,-8.82605,POINT (115.10685 -8.826045000000001)
'5764608310152498391',2.02E+16,-123.45,-18.64,11,115.107,-8.82571,POINT (115.10685 -8.825706)
'5764608310152498393',2.02E+16,-120.16,-15.07,474,115.107,-8.82638,POINT (115.107193 -8.826383999999999)
'5764608310152498421',2.02E+16,-123.71,-12.95,104,115.108,-8.82571,POINT (115.10788 -8.825706)
'5764608310152498422',2.02E+16,-120.01,-14.05,277,115.108,-8.82605,POINT (115.108223 -8.826045000000001)
'5764608310152498424',2.02E+16,-120.95,-13.59,257,115.109,-8.82672,POINT (115.108567 -8.826722999999999)
'5764608310152498435',2.02E+16,-123.1,-12.9,10,115.104,-8.82503,POINT (115.104103 -8.825027)
'5764608310152498454',2.02E+16,-122.35,-13.4,31,115.104,-8.82333,POINT (115.104103 -8.823331)
'5764608310152498457',2.02E+16,-121.27,-12.91,11,115.104,-8.82367,POINT (115.104447 -8.82367)
'5764608310152498472',2.02E+16,-122.75,-18.38,4,115.106,-8.82537,POINT (115.10582 -8.825366000000001)
