Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry,cluster
'5764608310152505217',2.02E+16,-121.67,-16.81,51,115.123,-8.82503,POINT (115.123 -8.82503),9
'5764608310152505222',2.02E+16,-120.19,-16.03,215,115.123,-8.82469,POINT (115.123 -8.824689999999999),9
'5764608310152505281',2.02E+16,-120.15,-15.04,13,115.123,-8.82231,POINT (115.123 -8.82231),9
'5764608310152505305',2.02E+16,-120.57,-15.28,51,115.124,-8.82096,POINT (115.124 -8.820960000000001),9
'5764608310152505320',2.02E+16,-121.75,-12.42,605,115.125,-8.82265,POINT (115.125 -8.822649999999999),9
'5764608310152505322',2.02E+16,-120.08,-18.01,580,115.125,-8.82265,POINT (115.125 -8.822649999999999),9
'5764608310152505330',2.02E+16,-120.7,-14,644,115.125,-8.82129,POINT (115.125 -8.821289999999999),9
'5764608310152505395',2.02E+16,-120.12,-10.74,91,115.127,-8.83995,POINT (115.127 -8.83995),7
'5764608310152505471',2.02E+16,-120.7,-9.39,641,115.128,-8.83656,POINT (115.128 -8.83656),2
'5764608310152505480',2.02E+16,-126.93,-16.13,15,115.129,-8.84165,POINT (115.129 -8.84165),7
'5764608310152505496',2.02E+16,-120.86,-12.21,7,115.129,-8.84029,POINT (115.129 -8.84029),2
'5764608310152505522',2.02E+16,-122,-18.67,3,115.13,-8.84029,POINT (115.13 -8.84029),2
'5764608310152505533',2.02E+16,-121.04,-12.54,28,115.131,-8.83928,POINT (115.131 -8.83928),2
'5764608310152505546',2.02E+16,-120.35,-12.49,114,115.13,-8.83894,POINT (115.13 -8.838939999999999),2
'5764608310152505550',2.02E+16,-121.43,-11.32,8618,115.13,-8.83826,POINT (115.13 -8.83826),2
'5764608310152505552',2.02E+16,-120.71,-15.37,691,115.128,-8.83758,POINT (115.128 -8.837580000000001),2
'5764608310152505573',2.02E+16,-120.17,-12.93,1427,115.13,-8.83792,POINT (115.13 -8.83792),2
'5764608310152505574',2.02E+16,-122.66,-11.17,21,115.13,-8.83826,POINT (115.13 -8.83826),2
'5764608310152505596',2.02E+16,-128.92,-18.16,12,115.131,-8.8369,POINT (115.131 -8.8369),2
'5764608310152505729',2.02E+16,-120.35,-12.2,838,115.128,-8.83588,POINT (115.128 -8.83588),2
'5764608310152505785',2.02E+16,-123.6,-12.7,10,115.131,-8.83453,POINT (115.131 -8.834530000000001),2
'5764608310152505840',2.02E+16,-122.06,-14.77,194,115.13,-8.83215,POINT (115.13 -8.83215),9
'5764608310152505861',2.02E+16,-123.2,-11.48,107,115.131,-8.84063,POINT (115.131 -8.840630000000001),2
'5764608310152505862',2.02E+16,-121,-11.1,5,115.132,-8.84097,POINT (115.132 -8.84097),2
'5764608310152505863',2.02E+16,-121.3,-12.43,30,115.132,-8.84063,POINT (115.132 -8.840630000000001),2
'5764608310152505867',2.02E+16,-123.38,-14.19,13,115.132,-8.84131,POINT (115.132 -8.84131),2
'5764608310152505869',2.02E+16,-120.42,-13.58,12,115.132,-8.84063,POINT (115.132 -8.840630000000001),2
'5764608310152505873',2.02E+16,-123,-19,1,115.131,-8.83995,POINT (115.131 -8.83995),2
'5764608310152505875',2.02E+16,-120.65,-12.41,99,115.132,-8.83995,POINT (115.132 -8.83995),2
'5764608310152505887',2.02E+16,-122.66,-13.89,35,115.132,-8.83928,POINT (115.132 -8.83928),2
'5764608310152505889',2.02E+16,-122,-11.52,27,115.133,-8.84131,POINT (115.133 -8.84131),2
'5764608310152505892',2.02E+16,-123.78,-12.55,112,115.133,-8.84097,POINT (115.133 -8.84097),2
'5764608310152505893',2.02E+16,-120.54,-10.44,97,115.133,-8.84063,POINT (115.133 -8.840630000000001),2
'5764608310152505898',2.02E+16,-123.78,-14.33,18,115.134,-8.84165,POINT (115.134 -8.84165),2
'5764608310152505900',2.02E+16,-122.82,-13.31,44,115.133,-8.84097,POINT (115.133 -8.84097),2
'5764608310152505909',2.02E+16,-121.38,-14.4,42,115.133,-8.83928,POINT (115.133 -8.83928),2
'5764608310152505910',2.02E+16,-120.04,-10.57,28,115.133,-8.83962,POINT (115.133 -8.83962),2
'5764608310152505917',2.02E+16,-123.25,-16.92,12,115.133,-8.83928,POINT (115.133 -8.83928),2
'5764608310152505918',2.02E+16,-120.67,-17.58,6,115.134,-8.83962,POINT (115.134 -8.83962),2
'5764608310152505921',2.02E+16,-123.16,-14.18,31,115.131,-8.8386,POINT (115.131 -8.8386),2
'5764608310152505932',2.02E+16,-120.12,-15.47,77,115.132,-8.83826,POINT (115.132 -8.83826),2
'5764608310152505934',2.02E+16,-123,-15.75,2,115.132,-8.83826,POINT (115.132 -8.83826),2
'5764608310152505940',2.02E+16,-121.08,-16.35,24,115.131,-8.8369,POINT (115.131 -8.8369),2
'5764608310152505952',2.02E+16,-121.14,-14.41,73,115.133,-8.83894,POINT (115.133 -8.838939999999999),2
'5764608310152505954',2.02E+16,-121.46,-10.5,13,115.133,-8.83894,POINT (115.133 -8.838939999999999),2
'5764608310152505955',2.02E+16,-121.27,-13.41,34,115.133,-8.8386,POINT (115.133 -8.8386),2
'5764608310152505958',2.02E+16,-122.23,-12.73,120,115.133,-8.83826,POINT (115.133 -8.83826),2
'5764608310152505959',2.02E+16,-129.6,-19.8,5,115.133,-8.83792,POINT (115.133 -8.83792),2
'5764608310152505962',2.02E+16,-124.5,-16.75,14,115.134,-8.83894,POINT (115.134 -8.838939999999999),2
'5764608310152505967',2.02E+16,-121.31,-14.3,128,115.134,-8.83792,POINT (115.134 -8.83792),2
'5764608310152505971',2.02E+16,-121.07,-14.93,27,115.133,-8.83724,POINT (115.133 -8.83724),2
'5764608310152505974',2.02E+16,-122.32,-11.96,142,115.133,-8.8369,POINT (115.133 -8.8369),2
'5764608310152505997',2.02E+16,-121.08,-16.12,12,115.135,-8.84063,POINT (115.135 -8.840630000000001),2
'5764608310152505998',2.02E+16,-123.22,-15.28,27,115.135,-8.84097,POINT (115.135 -8.84097),2
'5764608310152506005',2.02E+16,-127.33,-16.44,9,115.134,-8.83928,POINT (115.134 -8.83928),2
'5764608310152506012',2.02E+16,-120.56,-12.56,9,115.135,-8.83962,POINT (115.135 -8.83962),2
'5764608310152506013',2.02E+16,-123.6,-16.23,70,115.135,-8.83928,POINT (115.135 -8.83928),2
'5764608310152506014',2.02E+16,-121.94,-13.76,262,115.135,-8.83962,POINT (115.135 -8.83962),2
'5764608310152506016',2.02E+16,-126,-19.5,1,115.135,-8.84165,POINT (115.135 -8.84165),2
'5764608310152506020',2.02E+16,-121.5,-14.25,2,115.135,-8.84097,POINT (115.135 -8.84097),2
'5764608310152506023',2.02E+16,-125.8,-14.4,5,115.136,-8.84063,POINT (115.136 -8.840630000000001),2
'5764608310152506025',2.02E+16,-121.87,-16.43,22,115.136,-8.84131,POINT (115.136 -8.84131),2
'5764608310152506027',2.02E+16,-120.23,-17.04,13,115.136,-8.84131,POINT (115.136 -8.84131),2
'5764608310152506030',2.02E+16,-123.93,-16.71,75,115.136,-8.84097,POINT (115.136 -8.84097),2
'5764608310152506032',2.02E+16,-124.78,-16.18,41,115.135,-8.84029,POINT (115.135 -8.84029),2
'5764608310152506035',2.02E+16,-121.13,-15.12,78,115.136,-8.83995,POINT (115.136 -8.83995),2
'5764608310152506037',2.02E+16,-125.61,-17.73,13,115.135,-8.83928,POINT (115.135 -8.83928),2
'5764608310152506039',2.02E+16,-125.26,-15.61,84,115.136,-8.83928,POINT (115.136 -8.83928),2
'5764608310152506041',2.02E+16,-124.08,-17.69,13,115.136,-8.83995,POINT (115.136 -8.83995),2
'5764608310152506042',2.02E+16,-125.05,-17.22,18,115.136,-8.84029,POINT (115.136 -8.84029),2
'5764608310152506043',2.02E+16,-123.75,-19.75,4,115.136,-8.83995,POINT (115.136 -8.83995),2
'5764608310152506049',2.02E+16,-127.8,-15,5,115.134,-8.8386,POINT (115.134 -8.8386),2
'5764608310152506055',2.02E+16,-123.62,-12.88,8,115.134,-8.83792,POINT (115.134 -8.83792),2
'5764608310152506056',2.02E+16,-122.5,-18.5,8,115.135,-8.83894,POINT (115.135 -8.838939999999999),2
'5764608310152506066',2.02E+16,-124.56,-15.53,16,115.134,-8.83758,POINT (115.134 -8.837580000000001),2
'5764608310152506077',2.02E+16,-121.68,-15.44,40,115.135,-8.83656,POINT (115.135 -8.83656),2
'5764608310152506082',2.02E+16,-121.48,-14.93,21,115.136,-8.83894,POINT (115.136 -8.838939999999999),2
'5764608310152506083',2.02E+16,-120.35,-11.9,158,115.136,-8.8386,POINT (115.136 -8.8386),2
'5764608310152506090',2.02E+16,-129,-15.07,7,115.136,-8.83894,POINT (115.136 -8.838939999999999),2
'5764608310152506093',2.02E+16,-131,-19.5,3,115.136,-8.83792,POINT (115.136 -8.83792),2
'5764608310152506095',2.02E+16,-121.05,-13.03,147,115.136,-8.83792,POINT (115.136 -8.83792),2
'5764608310152506097',2.02E+16,-127.33,-19.25,6,115.135,-8.83724,POINT (115.135 -8.83724),2
'5764608310152506098',2.02E+16,-128,-19.67,3,115.136,-8.83758,POINT (115.136 -8.837580000000001),2
'5764608310152506100',2.02E+16,-121.09,-14.21,45,115.135,-8.8369,POINT (115.135 -8.8369),2
'5764608310152506104',2.02E+16,-121.66,-15.74,41,115.136,-8.83758,POINT (115.136 -8.837580000000001),2
'5764608310152506107',2.02E+16,-120.18,-14.92,168,115.136,-8.83724,POINT (115.136 -8.83724),2
'5764608310152506108',2.02E+16,-121.27,-15.16,60,115.136,-8.8369,POINT (115.136 -8.8369),2
'5764608310152506117',2.02E+16,-121.08,-14.41,161,115.131,-8.83521,POINT (115.131 -8.83521),2
'5764608310152506188',2.02E+16,-120.12,-11.68,25,115.132,-8.83283,POINT (115.132 -8.83283),2
'5764608310152506190',2.02E+16,-125.45,-15.95,11,115.132,-8.83283,POINT (115.132 -8.83283),2
'5764608310152506240',2.02E+16,-123.52,-14.14,65,115.134,-8.83622,POINT (115.134 -8.836219999999999),2
'5764608310152506244',2.02E+16,-122.67,-15.21,24,115.134,-8.83554,POINT (115.134 -8.83554),2
'5764608310152506371',2.02E+16,-120.39,-14.73,149,115.126,-8.83046,POINT (115.126 -8.83046),9
'5764608310152506380',2.02E+16,-120.42,-12.72,191,115.126,-8.83012,POINT (115.126 -8.830119999999999),9
'5764608310152506387',2.02E+16,-120.05,-14.87,41,115.126,-8.8291,POINT (115.126 -8.8291),9
'5764608310152506420',2.02E+16,-120.45,-12.59,236,115.127,-8.82876,POINT (115.127 -8.828760000000001),9
'5764608310152506439',2.02E+16,-122.42,-17.75,84,115.126,-8.82706,POINT (115.126 -8.827060000000001),9
'5764608310152506440',2.02E+16,-122.74,-15.74,57,115.126,-8.82808,POINT (115.126 -8.82808),9
'5764608310152506441',2.02E+16,-121.45,-16.77,11,115.126,-8.82774,POINT (115.126 -8.827739999999999),9
'5764608310152506443',2.02E+16,-125.89,-18.86,18,115.127,-8.82774,POINT (115.127 -8.827739999999999),9
'5764608310152506454',2.02E+16,-122.14,-14.7,72,115.126,-8.82605,POINT (115.126 -8.82605),9
'5764608310152506457',2.02E+16,-120.25,-12.07,52,115.126,-8.82638,POINT (115.126 -8.82638),9
'5764608310152506466',2.02E+16,-120.16,-15.72,139,115.127,-8.82808,POINT (115.127 -8.82808),9
'5764608310152506468',2.02E+16,-121.38,-16.09,16,115.127,-8.8274,POINT (115.127 -8.827400000000001),9
'5764608310152506469',2.02E+16,-120.16,-15.51,80,115.127,-8.82706,POINT (115.127 -8.827060000000001),9
'5764608310152506483',2.02E+16,-126,-16.25,4,115.127,-8.82638,POINT (115.127 -8.82638),9
'5764608310152506491',2.02E+16,-121.92,-15.58,24,115.128,-8.82638,POINT (115.128 -8.82638),9
'5764608310152506494',2.02E+16,-121.46,-13.26,39,115.128,-8.82605,POINT (115.128 -8.82605),9
'5764608310152506522',2.02E+16,-121.33,-15.1,15,115.13,-8.82944,POINT (115.13 -8.82944),9
'5764608310152506541',2.02E+16,-120.53,-14.69,287,115.131,-8.82978,POINT (115.131 -8.82978),9
'5764608310152506630',2.02E+16,-120.39,-14.58,244,115.126,-8.82469,POINT (115.126 -8.824689999999999),9
'5764608310152506632',2.02E+16,-122.79,-14.27,124,115.126,-8.82537,POINT (115.126 -8.825369999999999),9
'5764608310152506638',2.02E+16,-122,-15.69,42,115.127,-8.82469,POINT (115.127 -8.824689999999999),9
'5764608310152506652',2.02E+16,-120.53,-13.01,79,115.126,-8.82333,POINT (115.126 -8.82333),9
'5764608310152506664',2.02E+16,-121.56,-13.96,468,115.128,-8.82537,POINT (115.128 -8.825369999999999),9
'5764608310152506685',2.02E+16,-120.62,-12.44,501,115.128,-8.82299,POINT (115.128 -8.822989999999999),9
'5764608310152506688',2.02E+16,-120.49,-13.66,394,115.126,-8.82265,POINT (115.126 -8.822649999999999),9
'5764608310152506701',2.02E+16,-121.04,-14.79,129,115.126,-8.82164,POINT (115.126 -8.821639999999999),9
'5764608310152506705',2.02E+16,-128.5,-15.25,4,115.126,-8.82096,POINT (115.126 -8.820960000000001),9
'5764608310152506711',2.02E+16,-121.78,-17.23,124,115.126,-8.82028,POINT (115.126 -8.82028),9
'5764608310152506719',2.02E+16,-120.09,-18.62,76,115.127,-8.82028,POINT (115.127 -8.82028),9
'5764608310152506724',2.02E+16,-126.29,-15.5,7,115.127,-8.82197,POINT (115.127 -8.82197),9
'5764608310152506733',2.02E+16,-126.33,-19.67,3,115.128,-8.82164,POINT (115.128 -8.821639999999999),9
'5764608310152506737',2.02E+16,-120.03,-14.08,165,115.127,-8.82096,POINT (115.127 -8.820960000000001),9
'5764608310152506741',2.02E+16,-121.13,-14.37,39,115.127,-8.82028,POINT (115.127 -8.82028),9
'5764608310152506742',2.02E+16,-122,-18,3,115.127,-8.82062,POINT (115.127 -8.82062),9
'5764608310152506743',2.02E+16,-123,-13.81,8,115.127,-8.82028,POINT (115.127 -8.82028),9
'5764608310152506744',2.02E+16,-121.87,-17.9,54,115.128,-8.82129,POINT (115.128 -8.821289999999999),9
'5764608310152506746',2.02E+16,-122.41,-17.22,51,115.128,-8.82129,POINT (115.128 -8.821289999999999),9
'5764608310152506758',2.02E+16,-120.18,-10.93,403,115.129,-8.82469,POINT (115.129 -8.824689999999999),9
'5764608310152506761',2.02E+16,-120.59,-12.75,32,115.129,-8.82503,POINT (115.129 -8.82503),9
'5764608310152506776',2.02E+16,-121.16,-11.57,480,115.129,-8.82401,POINT (115.129 -8.824010000000001),9
'5764608310152506803',2.02E+16,-121.63,-15.18,19,115.13,-8.82367,POINT (115.13 -8.82367),9
'5764608310152506818',2.02E+16,-122.31,-12.75,16,115.129,-8.82265,POINT (115.129 -8.822649999999999),9
'5764608310152506822',2.02E+16,-121.64,-13.59,11,115.129,-8.82197,POINT (115.129 -8.82197),9
'5764608310152506839',2.02E+16,-122.12,-16.07,41,115.129,-8.82028,POINT (115.129 -8.82028),9
'5764608310152506844',2.02E+16,-121.9,-17.05,558,115.129,-8.82062,POINT (115.129 -8.82062),9
'5764608310152506863',2.02E+16,-120.55,-14.35,33,115.131,-8.82164,POINT (115.131 -8.821639999999999),0
'5764608310152506866',2.02E+16,-124.17,-19.33,6,115.13,-8.82129,POINT (115.13 -8.821289999999999),9
'5764608310152506878',2.02E+16,-120.03,-15.52,35,115.131,-8.82062,POINT (115.131 -8.82062),0
'5764608310152507157',2.02E+16,-121.25,-13.75,4,115.131,-8.82299,POINT (115.131 -8.822989999999999),9
'5764608310152507163',2.02E+16,-125.5,-16.25,4,115.132,-8.82367,POINT (115.132 -8.82367),9
'5764608310152507171',2.02E+16,-122.23,-17.59,416,115.133,-8.82503,POINT (115.133 -8.82503),9
'5764608310152507198',2.02E+16,-120.03,-15.34,58,115.134,-8.82333,POINT (115.134 -8.82333),0
'5764608310152507227',2.02E+16,-124.57,-19.5,7,115.132,-8.82096,POINT (115.132 -8.820960000000001),0
'5764608310152507228',2.02E+16,-122.33,-14.33,6,115.132,-8.82062,POINT (115.132 -8.82062),0
'5764608310152507249',2.02E+16,-121.25,-16.43,225,115.133,-8.82096,POINT (115.133 -8.820960000000001),0
'5764608310152507254',2.02E+16,-123.5,-19,2,115.133,-8.82062,POINT (115.133 -8.82062),0
'5764608310152507259',2.02E+16,-122.54,-16,13,115.134,-8.82096,POINT (115.134 -8.820960000000001),0
'5764608310152507262',2.02E+16,-122.28,-15,18,115.134,-8.82062,POINT (115.134 -8.82062),0
'5764608310152507331',2.02E+16,-120.75,-13.15,390,115.134,-8.82231,POINT (115.134 -8.82231),0
'5764608310152507383',2.02E+16,-128.31,-16.17,29,115.136,-8.82028,POINT (115.136 -8.82028),0
'5764608310152507386',2.02E+16,-120.5,-15.26,213,115.136,-8.82129,POINT (115.136 -8.821289999999999),0
'5764608310152507389',2.02E+16,-124.22,-14.99,64,115.136,-8.82028,POINT (115.136 -8.82028),0
'5764608310152507390',2.02E+16,-122.16,-16.23,13,115.136,-8.82062,POINT (115.136 -8.82062),0
'5764608310152507612',2.02E+16,-122.6,-15.6,5,115.118,-8.81519,POINT (115.118 -8.815189999999999),14
'5764608310152507819',2.02E+16,-120.34,-15.14,437,115.12,-8.81417,POINT (115.12 -8.814169999999999),14
'5764608310152507829',2.02E+16,-122.59,-19.37,22,115.119,-8.81213,POINT (115.119 -8.81213),14
'5764608310152507861',2.02E+16,-121,-13,19,115.117,-8.80942,POINT (115.117 -8.809419999999999),13
'5764608310152507871',2.02E+16,-126.83,-19.5,6,115.119,-8.80942,POINT (115.119 -8.809419999999999),14
'5764608310152507900',2.02E+16,-120.7,-19.32,47,115.12,-8.80976,POINT (115.12 -8.809760000000001),14
'5764608310152507945',2.02E+16,-130,-20,3,115.122,-8.8196,POINT (115.122 -8.819599999999999),14
'5764608310152508029',2.02E+16,-120.11,-17.31,18,115.122,-8.81485,POINT (115.122 -8.81485),14
'5764608310152508052',2.02E+16,-123.01,-18.07,194,115.123,-8.8179,POINT (115.123 -8.8179),14
'5764608310152508080',2.02E+16,-123.74,-17.82,30,115.124,-8.81858,POINT (115.124 -8.818580000000001),14
'5764608310152508084',2.02E+16,-121.62,-17.44,183,115.124,-8.8179,POINT (115.124 -8.8179),14
'5764608310152508104',2.02E+16,-120.02,-16.4,129,115.124,-8.81722,POINT (115.124 -8.817219999999999),14
'5764608310152508115',2.02E+16,-121.36,-18.03,17,115.123,-8.81553,POINT (115.123 -8.815530000000001),14
'5764608310152508124',2.02E+16,-120.38,-17.19,8,115.124,-8.81519,POINT (115.124 -8.815189999999999),14
'5764608310152508125',2.02E+16,-127.17,-14.67,6,115.124,-8.81485,POINT (115.124 -8.81485),14
'5764608310152508136',2.02E+16,-120.81,-18.79,31,115.125,-8.81722,POINT (115.125 -8.817219999999999),14
'5764608310152508158',2.02E+16,-122,-17.44,8,115.125,-8.81519,POINT (115.125 -8.815189999999999),14
'5764608310152508164',2.02E+16,-126,-19.75,2,115.12,-8.81383,POINT (115.12 -8.813830000000001),14
'5764608310152508175',2.02E+16,-122.17,-18.24,23,115.121,-8.81349,POINT (115.121 -8.81349),14
'5764608310152508177',2.02E+16,-120.68,-15.6,59,115.12,-8.81281,POINT (115.12 -8.812810000000001),14
'5764608310152508178',2.02E+16,-124.9,-19.38,20,115.121,-8.81315,POINT (115.121 -8.81315),14
'5764608310152508184',2.02E+16,-120.5,-20,4,115.121,-8.81315,POINT (115.121 -8.81315),14
'5764608310152508200',2.02E+16,-120.42,-17.79,77,115.122,-8.81451,POINT (115.122 -8.81451),14
'5764608310152508204',2.02E+16,-122.97,-15.36,61,115.122,-8.81383,POINT (115.122 -8.813830000000001),14
'5764608310152508206',2.02E+16,-121,-12.6,5,115.123,-8.81383,POINT (115.123 -8.813830000000001),14
'5764608310152508284',2.02E+16,-120.06,-14.41,154,115.122,-8.80976,POINT (115.122 -8.809760000000001),14
'5764608310152508287',2.02E+16,-123.79,-15.36,14,115.123,-8.80942,POINT (115.123 -8.809419999999999),14
'5764608310152508292',2.02E+16,-120.61,-16.8,53,115.123,-8.81383,POINT (115.123 -8.813830000000001),14
'5764608310152508327',2.02E+16,-120.84,-14.44,298,115.125,-8.81349,POINT (115.125 -8.81349),14
'5764608310152508341',2.02E+16,-121.4,-20,5,115.124,-8.81213,POINT (115.124 -8.81213),14
'5764608310152508342',2.02E+16,-122.26,-18.35,31,115.125,-8.81247,POINT (115.125 -8.812469999999999),14
'5764608310152508348',2.02E+16,-120.49,-17.41,87,115.125,-8.81247,POINT (115.125 -8.812469999999999),14
'5764608310152508366',2.02E+16,-124.17,-19.5,6,115.124,-8.81112,POINT (115.124 -8.811119999999999),14
'5764608310152508384',2.02E+16,-125.5,-19.5,2,115.124,-8.8118,POINT (115.124 -8.8118),14
'5764608310152508388',2.02E+16,-121.62,-17.86,29,115.124,-8.81112,POINT (115.124 -8.811119999999999),14
'5764608310152508392',2.02E+16,-120.18,-15.2,461,115.125,-8.8118,POINT (115.125 -8.8118),14
'5764608310152508464',2.02E+16,-120.57,-13.86,116,115.116,-8.80772,POINT (115.116 -8.80772),13
'5764608310152508487',2.02E+16,-120.39,-18.61,108,115.115,-8.80535,POINT (115.115 -8.805350000000001),13
'5764608310152508508',2.02E+16,-120.04,-18.77,336,115.115,-8.80433,POINT (115.115 -8.80433),13
'5764608310152508522',2.02E+16,-124.36,-15.07,14,115.117,-8.80637,POINT (115.117 -8.806369999999999),13
'5764608310152508543',2.02E+16,-120.77,-19.35,44,115.117,-8.80399,POINT (115.117 -8.803989999999999),13
'5764608310152508559',2.02E+16,-122.2,-14.5,5,115.119,-8.80806,POINT (115.119 -8.808060000000001),13
'5764608310152508588',2.02E+16,-126.01,-14.21,96,115.12,-8.8084,POINT (115.12 -8.808400000000001),13
'5764608310152508591',2.02E+16,-124.68,-15.23,28,115.12,-8.80806,POINT (115.12 -8.808060000000001),13
'5764608310152508615',2.02E+16,-123.31,-18.39,26,115.118,-8.80535,POINT (115.118 -8.805350000000001),13
'5764608310152508635',2.02E+16,-120.75,-18.69,8,115.119,-8.80467,POINT (115.119 -8.80467),13
'5764608310152508663',2.02E+16,-121.25,-19.71,12,115.119,-8.80399,POINT (115.119 -8.803989999999999),13
'5764608310152508666',2.02E+16,-121,-18.98,41,115.12,-8.80501,POINT (115.12 -8.805010000000001),13
'5764608310152508713',2.02E+16,-120.21,-18.71,126,115.117,-8.80331,POINT (115.117 -8.80331),13
'5764608310152508715',2.02E+16,-122.52,-16.61,73,115.117,-8.80331,POINT (115.117 -8.80331),13
'5764608310152508815',2.02E+16,-120.25,-15.34,24,115.119,-8.80264,POINT (115.119 -8.80264),13
'5764608310152508864',2.02E+16,-121,-13.56,9,115.117,-8.80094,POINT (115.117 -8.800939999999999),13
'5764608310152508873',2.02E+16,-120.1,-17.62,38,115.118,-8.8006,POINT (115.118 -8.800599999999999),13
'5764608310152508880',2.02E+16,-128.5,-15,4,115.117,-8.79958,POINT (115.117 -8.799580000000001),13
'5764608310152508911',2.02E+16,-123.84,-17.21,103,115.12,-8.79992,POINT (115.12 -8.79992),13
'5764608310152508915',2.02E+16,-130,-20,3,115.119,-8.79924,POINT (115.119 -8.799239999999999),13
'5764608310152509007',2.02E+16,-124.64,-18.21,104,115.121,-8.80535,POINT (115.121 -8.805350000000001),13
'5764608310152509040',2.02E+16,-120.17,-14.14,29,115.122,-8.80501,POINT (115.122 -8.805010000000001),13
'5764608310152509063',2.02E+16,-120.46,-18,152,115.123,-8.80806,POINT (115.123 -8.808060000000001),13
'5764608310152509070',2.02E+16,-121.67,-14,3,115.124,-8.8084,POINT (115.124 -8.808400000000001),14
'5764608310152509085',2.02E+16,-126,-19.5,1,115.124,-8.80671,POINT (115.124 -8.806710000000001),13
'5764608310152509146',2.02E+16,-123,-19,5,115.124,-8.80501,POINT (115.124 -8.805010000000001),13
'5764608310152509158',2.02E+16,-122.6,-15.5,5,115.125,-8.80569,POINT (115.125 -8.80569),13
'5764608310152509198',2.02E+16,-126.5,-18.88,4,115.121,-8.80298,POINT (115.121 -8.80298),13
'5764608310152509223',2.02E+16,-121.59,-17.42,39,115.122,-8.80264,POINT (115.122 -8.80264),13
'5764608310152509226',2.02E+16,-122.82,-19.67,71,115.123,-8.80365,POINT (115.123 -8.803649999999999),13
'5764608310152509236',2.02E+16,-121.66,-18.22,9,115.122,-8.80162,POINT (115.122 -8.80162),13
'5764608310152509240',2.02E+16,-125.67,-20,3,115.122,-8.8023,POINT (115.122 -8.802300000000001),13
'5764608310152509262',2.02E+16,-122.27,-19.21,22,115.121,-8.80026,POINT (115.121 -8.80026),13
'5764608310152509267',2.02E+16,-122.72,-17.93,65,115.121,-8.79924,POINT (115.121 -8.799239999999999),13
'5764608310152509314',2.02E+16,-121.31,-19.62,29,115.123,-8.80365,POINT (115.123 -8.803649999999999),13
'5764608310152509321',2.02E+16,-122.35,-14.68,17,115.124,-8.80331,POINT (115.124 -8.80331),13
'5764608310152509322',2.02E+16,-120.2,-15.4,10,115.124,-8.80365,POINT (115.124 -8.803649999999999),13
'5764608310152509339',2.02E+16,-122.83,-19.59,6,115.124,-8.80196,POINT (115.124 -8.801960000000001),13
'5764608310152509347',2.02E+16,-124.06,-19.51,36,115.125,-8.80331,POINT (115.125 -8.80331),13
'5764608310152509349',2.02E+16,-120.94,-18.31,37,115.124,-8.80264,POINT (115.124 -8.80264),13
'5764608310152509356',2.02E+16,-120.44,-16.61,9,115.125,-8.80298,POINT (115.125 -8.80298),13
'5764608310152509374',2.02E+16,-121.89,-13.64,46,115.125,-8.80162,POINT (115.125 -8.80162),13
'5764608310152509387',2.02E+16,-126.4,-16.7,5,115.124,-8.8006,POINT (115.124 -8.800599999999999),13
'5764608310152509388',2.02E+16,-120.62,-19.34,39,115.124,-8.80026,POINT (115.124 -8.80026),13
'5764608310152509392',2.02E+16,-122.67,-18.67,6,115.123,-8.79958,POINT (115.123 -8.799580000000001),13
'5764608310152509401',2.02E+16,-121.15,-18.2,20,115.124,-8.79924,POINT (115.124 -8.799239999999999),13
'5764608310152509409',2.02E+16,-123.62,-15.79,52,115.124,-8.8006,POINT (115.124 -8.800599999999999),13
'5764608310152509414',2.02E+16,-123.93,-16.1,137,115.125,-8.80026,POINT (115.125 -8.80026),13
'5764608310152509422',2.02E+16,-121.82,-16.4,194,115.125,-8.80026,POINT (115.125 -8.80026),13
'5764608310152509424',2.02E+16,-122,-19.25,6,115.124,-8.79958,POINT (115.124 -8.799580000000001),13
'5764608310152509442',2.02E+16,-125.33,-20,3,115.126,-8.81994,POINT (115.126 -8.819939999999999),9
'5764608310152509444',2.02E+16,-121.88,-19.25,91,115.126,-8.81926,POINT (115.126 -8.81926),9
'5764608310152509446',2.02E+16,-120.14,-19.36,7,115.126,-8.81926,POINT (115.126 -8.81926),9
'5764608310152509447',2.02E+16,-121,-14.75,6,115.126,-8.81892,POINT (115.126 -8.81892),9
'5764608310152509449',2.02E+16,-122.27,-16.98,26,115.126,-8.8196,POINT (115.126 -8.819599999999999),9
'5764608310152509475',2.02E+16,-120.85,-15.53,46,115.127,-8.8196,POINT (115.127 -8.819599999999999),9
'5764608310152509492',2.02E+16,-122,-20,3,115.127,-8.8179,POINT (115.127 -8.8179),14
'5764608310152509496',2.02E+16,-120.67,-17.08,6,115.128,-8.81858,POINT (115.128 -8.818580000000001),0
'5764608310152509499',2.02E+16,-120.46,-19.23,13,115.128,-8.81824,POINT (115.128 -8.818239999999999),0
'5764608310152509516',2.02E+16,-125.33,-18.5,3,115.126,-8.81655,POINT (115.126 -8.816549999999999),14
'5764608310152509536',2.02E+16,-122.63,-16.5,19,115.127,-8.81722,POINT (115.127 -8.817219999999999),14
'5764608310152509538',2.02E+16,-120.3,-18.95,10,115.127,-8.81722,POINT (115.127 -8.817219999999999),14
